county,precinct,office,district,candidate,party,votes,early_voting,early_voting_tsx,election_day,provisional,tsx
Coconino,Inscription House 61,JUSTICE AZ SUPREME COURT (TIMMER),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Inscription House 61,JUSTICE AZ SUPREME COURT (TIMMER),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Inscription House 61,JUSTICE AZ SUPREME COURT (TIMMER),,YES,NP,276,55,0,206,15,0
Coconino,Inscription House 61,JUSTICE AZ SUPREME COURT (TIMMER),,NO,NP,104,25,0,72,7,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (BROWN),,Registered Voters,NP,634,0,0,0,0,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Counted,NP,420,87,0,308,25,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Blank Voted,NP,50,6,0,41,3,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (BROWN),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (BROWN),,YES,NP,264,55,0,193,16,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (BROWN),,NO,NP,105,25,0,74,6,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (JONES),,Registered Voters,NP,634,0,0,0,0,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (JONES),,Times Counted,NP,420,87,0,308,25,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (JONES),,Times Blank Voted,NP,55,9,0,43,3,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (JONES),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (JONES),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (JONES),,YES,NP,262,53,0,195,14,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (JONES),,NO,NP,103,25,0,70,8,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Registered Voters,NP,634,0,0,0,0,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Counted,NP,420,87,0,308,25,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Blank Voted,NP,53,6,0,43,4,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (THOMPSON),,YES,NP,270,56,0,200,14,0
Coconino,Inscription House 61,JUDGE COURT OF APPEALS DIV I (THOMPSON),,NO,NP,97,25,0,65,7,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,Registered Voters,NP,547,0,0,0,0,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,Times Counted,NP,373,82,0,272,19,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,Times Blank Voted,NP,15,2,0,12,1,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,Times Over Voted,NP,2,2,0,0,0,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,Number of Under Votes,NP,437,85,0,323,29,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,"BEARD, JOCELYN",NP,59,12,0,46,1,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,"FOWLER, DESIREE",NP,187,47,0,134,6,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,"JONES, IRENE",NP,139,27,0,105,7,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,"KIDMAN, SANDRA K.",NP,101,26,0,71,4,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,"WILLIAMS, JERRY",NP,142,37,0,98,7,0
Coconino,Inscription House 61,PAGE USD #8 - BOARD MEMBER (ELECT 3),,Write-in 80,NP,3,0,0,3,0,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,Registered Voters,NP,87,0,0,0,0,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,Times Counted,NP,47,5,0,36,6,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,Times Blank Voted,NP,5,0,0,5,0,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,Number of Under Votes,NP,49,2,0,38,9,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,"ACOTHLEY, MARIE B.",NP,13,1,0,11,1,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,"BEGAY, JUDY",NP,17,4,0,10,3,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,"BEGAY, RONALD B.",NP,13,1,0,12,0,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,"BILAGODY, RITA",NP,13,3,0,9,1,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,"KIYAANI, EVELYN",NP,10,2,0,6,2,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,"LONGREED, WILLIAM",NP,10,2,0,6,2,0
Coconino,Inscription House 61,TUBA CITY USD #15 - BOARD MEMBER (ELECT 3),,Write-in 90,NP,1,0,0,1,0,0
Coconino,Inscription House 61,PROPOSITION 205,,Registered Voters,NP,634,0,0,0,0,0
Coconino,Inscription House 61,PROPOSITION 205,,Times Counted,NP,420,87,0,308,25,0
Coconino,Inscription House 61,PROPOSITION 205,,Times Blank Voted,NP,35,7,0,26,2,0
Coconino,Inscription House 61,PROPOSITION 205,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Inscription House 61,PROPOSITION 205,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Inscription House 61,PROPOSITION 205,,YES,NP,92,22,0,63,7,0
Coconino,Inscription House 61,PROPOSITION 205,,NO,NP,293,58,0,219,16,0
Coconino,Inscription House 61,PROPOSITION 206,,Registered Voters,NP,634,0,0,0,0,0
Coconino,Inscription House 61,PROPOSITION 206,,Times Counted,NP,420,87,0,308,25,0
Coconino,Inscription House 61,PROPOSITION 206,,Times Blank Voted,NP,33,6,0,26,1,0
Coconino,Inscription House 61,PROPOSITION 206,,Times Over Voted,NP,1,0,0,1,0,0
Coconino,Inscription House 61,PROPOSITION 206,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Inscription House 61,PROPOSITION 206,,YES,NP,280,64,0,198,18,0
Coconino,Inscription House 61,PROPOSITION 206,,NO,NP,106,17,0,83,6,0
Coconino,Inscription House 61,PROPOSITION 410,,Registered Voters,NP,634,0,0,0,0,0
Coconino,Inscription House 61,PROPOSITION 410,,Times Counted,NP,420,87,0,308,25,0
Coconino,Inscription House 61,PROPOSITION 410,,Times Blank Voted,NP,36,8,0,27,1,0
Coconino,Inscription House 61,PROPOSITION 410,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Inscription House 61,PROPOSITION 410,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Inscription House 61,PROPOSITION 410,,YES,NP,189,32,0,147,10,0
Coconino,Inscription House 61,PROPOSITION 410,,NO,NP,195,47,0,134,14,0
Coconino,Pumphouse Wash 62,President,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,President,,Times Counted,NP,2396,1719,0,536,141,0
Coconino,Pumphouse Wash 62,President,,Times Blank Voted,NP,22,17,0,4,1,0
Coconino,Pumphouse Wash 62,President,,Times Over Voted,NP,2,2,0,0,0,0
Coconino,Pumphouse Wash 62,President,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,President,,CLINTON-KAINE,DEM,1275,937,0,268,70,0
Coconino,Pumphouse Wash 62,President,,TRUMP-PENCE,REP,832,583,0,198,51,0
Coconino,Pumphouse Wash 62,President,,JOHNSON-WELD,LBT,145,97,0,38,10,0
Coconino,Pumphouse Wash 62,President,,STEIN-BARAKA,GRN,55,37,0,15,3,0
Coconino,Pumphouse Wash 62,President,,Write-in,NP,65,46,0,13,6,0
Coconino,Pumphouse Wash 62,U.S. Senate,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,U.S. Senate,,Times Counted,NP,2396,1719,0,536,141,0
Coconino,Pumphouse Wash 62,U.S. Senate,,Times Blank Voted,NP,62,47,0,11,4,0
Coconino,Pumphouse Wash 62,U.S. Senate,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,U.S. Senate,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,U.S. Senate,,"KIRKPATRICK, ANN",DEM,1238,921,0,258,59,0
Coconino,Pumphouse Wash 62,U.S. Senate,,"MCCAIN, JOHN",REP,966,668,0,233,65,0
Coconino,Pumphouse Wash 62,U.S. Senate,,"SWING, GARY",GRN,116,71,0,32,13,0
Coconino,Pumphouse Wash 62,U.S. Senate,,Write-in,NP,13,11,0,2,0,0
Coconino,Pumphouse Wash 62,U.S. House,1,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,U.S. House,1,Times Counted,NP,2396,1719,0,536,141,0
Coconino,Pumphouse Wash 62,U.S. House,1,Times Blank Voted,NP,163,116,0,35,12,0
Coconino,Pumphouse Wash 62,U.S. House,1,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,U.S. House,1,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,U.S. House,1,"O'HALLERAN, TOM",DEM,1292,959,0,267,66,0
Coconino,Pumphouse Wash 62,U.S. House,1,"BABEU, PAUL",REP,748,508,0,188,52,0
Coconino,Pumphouse Wash 62,U.S. House,1,"PARRISH, RAY",GRN,183,128,0,44,11,0
Coconino,Pumphouse Wash 62,U.S. House,1,Write-in,NP,9,7,0,2,0,0
Coconino,Pumphouse Wash 62,State Senate,6,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,State Senate,6,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,State Senate,6,Times Blank Voted,NP,174,117,0,40,17,0
Coconino,Pumphouse Wash 62,State Senate,6,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,State Senate,6,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,State Senate,6,"BAGLEY, NIKKI CHECK",DEM,1352,1000,0,281,71,0
Coconino,Pumphouse Wash 62,State Senate,6,"ALLEN, SYLVIA TENNEY",REP,857,598,0,206,53,0
Coconino,Pumphouse Wash 62,State Senate,6,Write-in,NP,3,2,0,1,0,0
Coconino,Pumphouse Wash 62,State Representative,6,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,State Representative,6,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,State Representative,6,Times Blank Voted,NP,188,130,0,44,14,0
Coconino,Pumphouse Wash 62,State Representative,6,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,State Representative,6,Number of Under Votes,NP,1391,993,0,320,78,0
Coconino,Pumphouse Wash 62,State Representative,6,"MARTINEZ, ALEX",DEM,1299,957,0,272,70,0
Coconino,Pumphouse Wash 62,State Representative,6,"BARTON, BRENDA",REP,798,575,0,167,56,0
Coconino,Pumphouse Wash 62,State Representative,6,"THORPE, BOB",REP,889,635,0,205,49,0
Coconino,Pumphouse Wash 62,State Representative,6,Write-in,NP,19,14,0,4,1,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,Times Blank Voted,NP,276,179,0,72,25,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,Number of Under Votes,NP,1550,1077,0,371,102,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,"CHABIN, TOM",DEM,1248,940,0,246,62,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,"MUNDELL, WILLIAM",DEM,1115,852,0,217,46,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,"BURNS, ROBERT",REP,906,660,0,198,48,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,"DUNN, BOYD",REP,693,500,0,149,44,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,"TOBIN, ANDY",REP,800,571,0,183,46,0
Coconino,Pumphouse Wash 62,CORPORATION COMMISSIONER (ELECT THREE),,Write-in,NP,18,14,0,4,0,0
Coconino,Pumphouse Wash 62,BOARD OF SUPERVISORS - 3,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,BOARD OF SUPERVISORS - 3,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,BOARD OF SUPERVISORS - 3,,Times Blank Voted,NP,197,138,0,42,17,0
Coconino,Pumphouse Wash 62,BOARD OF SUPERVISORS - 3,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,BOARD OF SUPERVISORS - 3,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,BOARD OF SUPERVISORS - 3,,"RYAN, MATT",DEM,1358,988,0,294,76,0
Coconino,Pumphouse Wash 62,BOARD OF SUPERVISORS - 3,,"GANNON, CHRISTINE",REP,825,587,0,190,48,0
Coconino,Pumphouse Wash 62,BOARD OF SUPERVISORS - 3,,Write-in,NP,6,4,0,2,0,0
Coconino,Pumphouse Wash 62,COUNTY ASSESSOR,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY ASSESSOR,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,COUNTY ASSESSOR,,Times Blank Voted,NP,791,571,0,172,48,0
Coconino,Pumphouse Wash 62,COUNTY ASSESSOR,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY ASSESSOR,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY ASSESSOR,,"RUIZ, ARMANDO",DEM,1574,1133,0,351,90,0
Coconino,Pumphouse Wash 62,COUNTY ASSESSOR,,Write-in,NP,21,13,0,5,3,0
Coconino,Pumphouse Wash 62,COUNTY ATTORNEY,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY ATTORNEY,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,COUNTY ATTORNEY,,Times Blank Voted,NP,772,556,0,167,49,0
Coconino,Pumphouse Wash 62,COUNTY ATTORNEY,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY ATTORNEY,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY ATTORNEY,,"RING, BILL",DEM,1582,1138,0,356,88,0
Coconino,Pumphouse Wash 62,COUNTY ATTORNEY,,Write-in,NP,32,23,0,5,4,0
Coconino,Pumphouse Wash 62,COUNTY RECORDER,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY RECORDER,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,COUNTY RECORDER,,Times Blank Voted,NP,769,549,0,172,48,0
Coconino,Pumphouse Wash 62,COUNTY RECORDER,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY RECORDER,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY RECORDER,,"HANSEN, PATTY",DEM,1598,1155,0,353,90,0
Coconino,Pumphouse Wash 62,COUNTY RECORDER,,Write-in,NP,19,13,0,3,3,0
Coconino,Pumphouse Wash 62,COUNTY SHERIFF,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY SHERIFF,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,COUNTY SHERIFF,,Times Blank Voted,NP,310,222,0,66,22,0
Coconino,Pumphouse Wash 62,COUNTY SHERIFF,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY SHERIFF,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY SHERIFF,,"DRISCOLL, JIM",DEM,1359,1009,0,282,68,0
Coconino,Pumphouse Wash 62,COUNTY SHERIFF,,"THOMAS, DANNY",IND,711,482,0,179,50,0
Coconino,Pumphouse Wash 62,COUNTY SHERIFF,,Write-in,NP,6,4,0,1,1,0
Coconino,Pumphouse Wash 62,COUNTY SUPERINTENDENT OF SCHOOLS,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY SUPERINTENDENT OF SCHOOLS,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,COUNTY SUPERINTENDENT OF SCHOOLS,,Times Blank Voted,NP,811,589,0,174,48,0
Coconino,Pumphouse Wash 62,COUNTY SUPERINTENDENT OF SCHOOLS,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY SUPERINTENDENT OF SCHOOLS,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY SUPERINTENDENT OF SCHOOLS,,"VANDERWEY, RISHA",DEM,1548,1112,0,346,90,0
Coconino,Pumphouse Wash 62,COUNTY SUPERINTENDENT OF SCHOOLS,,Write-in,NP,27,16,0,8,3,0
Coconino,Pumphouse Wash 62,COUNTY TREASURER,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY TREASURER,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,COUNTY TREASURER,,Times Blank Voted,NP,826,594,0,181,51,0
Coconino,Pumphouse Wash 62,COUNTY TREASURER,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY TREASURER,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,COUNTY TREASURER,,"BENATAR, SARAH",DEM,1541,1111,0,343,87,0
Coconino,Pumphouse Wash 62,COUNTY TREASURER,,Write-in,NP,19,12,0,4,3,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV III,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV III,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV III,,Times Blank Voted,NP,878,636,0,189,53,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV III,,Times Over Voted,NP,2,2,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV III,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV III,,"MORAN, MARK R.",NP,1490,1066,0,337,87,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV III,,Write-in,NP,17,14,0,2,1,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV V,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV V,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV V,,Times Blank Voted,NP,947,684,0,204,59,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV V,,Times Over Voted,NP,1,1,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV V,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV V,,"NICHOLS, CATHLEEN",NP,1421,1018,0,321,82,0
Coconino,Pumphouse Wash 62,JUDGE OF THE SUPERIOR COURT - DIV V,,Write-in,NP,18,15,0,3,0,0
Coconino,Pumphouse Wash 62,JUSTICE AZ SUPREME COURT (TIMMER),,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUSTICE AZ SUPREME COURT (TIMMER),,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,JUSTICE AZ SUPREME COURT (TIMMER),,Times Blank Voted,NP,833,606,0,170,57,0
Coconino,Pumphouse Wash 62,JUSTICE AZ SUPREME COURT (TIMMER),,Times Over Voted,NP,2,2,0,0,0,0
Coconino,Pumphouse Wash 62,JUSTICE AZ SUPREME COURT (TIMMER),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUSTICE AZ SUPREME COURT (TIMMER),,YES,NP,1166,839,0,269,58,0
Coconino,Pumphouse Wash 62,JUSTICE AZ SUPREME COURT (TIMMER),,NO,NP,386,271,0,89,26,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (BROWN),,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Blank Voted,NP,860,626,0,174,60,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (BROWN),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (BROWN),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (BROWN),,YES,NP,1176,848,0,265,63,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (BROWN),,NO,NP,351,244,0,89,18,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (JONES),,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (JONES),,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (JONES),,Times Blank Voted,NP,885,646,0,178,61,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (JONES),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (JONES),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (JONES),,YES,NP,1170,840,0,264,66,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (JONES),,NO,NP,332,232,0,86,14,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Blank Voted,NP,887,652,0,176,59,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (THOMPSON),,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (THOMPSON),,YES,NP,1138,811,0,263,64,0
Coconino,Pumphouse Wash 62,JUDGE COURT OF APPEALS DIV I (THOMPSON),,NO,NP,362,255,0,89,18,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Blank Voted,NP,878,642,0,178,58,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Times Over Voted,NP,2,2,0,0,0,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Number of Under Votes,NP,821,558,0,202,61,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"FREDERICKS,CHRISTINE",NP,645,451,0,155,39,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"GILMORE, CAROLE",NP,789,573,0,179,37,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"KELTY, KARA",NP,869,642,0,188,39,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"KULPINSKI, PAUL",NP,619,430,0,155,34,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,"LAWRENCE, DANIELLE",NP,747,545,0,163,39,0
Coconino,Pumphouse Wash 62,FLAGSTAFF USD #1 - BOARD MEMBER (ELECT 3),,Write-in 80,NP,31,23,0,8,0,0
Coconino,Pumphouse Wash 62,PROPOSITION 205,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,PROPOSITION 205,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,PROPOSITION 205,,Times Blank Voted,NP,29,24,0,3,2,0
Coconino,Pumphouse Wash 62,PROPOSITION 205,,Times Over Voted,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,PROPOSITION 205,,Number of Under Votes,NP,0,0,0,0,0,0
Coconino,Pumphouse Wash 62,PROPOSITION 205,,YES,NP,1561,1113,0,349,99,0
Coconino,Pumphouse Wash 62,PROPOSITION 205,,NO,NP,797,581,0,176,40,0
Coconino,Pumphouse Wash 62,PROPOSITION 206,,Registered Voters,NP,2893,0,0,0,0,0
Coconino,Pumphouse Wash 62,PROPOSITION 206,,Times Counted,NP,2387,1718,0,528,141,0
Coconino,Pumphouse Wash 62,PROPOSITION 206,,Times Blank Voted,NP,39,31,0,5,3,0
